title,content
중앙도서관에서 조용히 공부할 수 있는 곳은 어디인가요?,중앙도서관 2층에 위치한 외국 학술지 지원센터와 제1자료실이 조용히 공부하기 좋은 공간입니다. 이 외에도 4층에 위치한 조지훈 열람실은 조용한 분위기에서 집중할 수 있는 좋은 장소입니다.
중앙광장에서 어떤 시설을 이용할 수 있나요?,"중앙광장에는 유니스토어, 사회봉사단, 원스탑서비스센터, 건강센터 등의 학교 시설이 있으며, 고전음악감상실과 여러 열람실도 있습니다. 또한, 다양한 편의시설과 주차장도 이용 가능합니다."
라이시움에서 사범대 학생들이 자주 이용하는 공간은 어디인가요?,"라이시움 5층은 사범대 전용 공간으로, 학생회실과 동아리방, 과방과 각 학과의 부속 연구시설 등이 있습니다. 이곳은 사범대 학생들이 자주 이용하는 주요 시설입니다."
고려대 캠퍼스에서 결혼식을 할 수 있는 장소가 있나요?,"네, 교우회관 1층에는 결혼식장이 있어 주말이면 교우들의 결혼식으로 주변이 매우 혼잡합니다. 또한, 교우회관 지하에는 6,000원짜리 한식 뷔페가 있어 결혼식 손님들을 위한 식사도 가능합니다."
중앙도서관에서 책을 대출하고 반납하는 방법은 어떻게 되나요?,"중앙도서관 1층 입구에는 '간편대출 서비스' 기계가 있으며, 모든 책의 반납과 재대출은 입구에서 직진하면 나오는 안내데스크에서 가능합니다. 또한, 캠퍼스 곳곳에 설치된 자동반납기를 이용하여 반납할 수 있습니다."
고려대학교 중앙도서관에서 외국 학술지를 이용하려면 어디로 가야 하나요?,"중앙도서관 2층에 위치한 외국 학술지 지원센터로 가시면 됩니다. 다양한 외국 학술지 자료를 제공하며, 필요 시 도움을 받을 수 있습니다."
중앙도서관에서 24시간 열람실을 이용하고 싶은데 어디로 가면 되나요?,중앙도서관 1층에 위치한 제1열람실(노트북 열람실)이 24시간 운영됩니다. 언제든지 가셔서 이용하시면 됩니다.
고려대학교 아세아문제연구원에는 어떤 자료들이 있나요?,"아세아문제연구원은 한국 근현대와 관련된 진귀한 자료들이 많이 있습니다. 특히 독자적인 공산권 연구를 수행하여 세계적 권위를 인정받은 연구소로서, 관련 자료들이 보관되어 있습니다."
고려대학교 중앙광장에서 열리는 주요 행사들은 무엇이 있나요?,"중앙광장은 다양한 모임과 행사가 열리는 장소로, 봄에는 새내기들이 모여 노는 진풍경을 볼 수 있으며, 5월 5일에는 법대 출신 방정환을 기념하여 어린이날 행사를 개최합니다."
고려대학교 백주년기념삼성관에 있는 편의시설은 무엇인가요?,"백주년기념삼성관에는 고려대학교 박물관, 학술정보관, 멀티미디어 열람실, 스터디룸, 대열람실, 크림슨 센터, 기념품 판매점 등이 있습니다. 다양한 편의시설을 이용할 수 있습니다."
라이시움에서 경영대로 가는 가장 빠른 길은 어디인가요?,라이시움 3층에 있는 경영대로 이어지는 통로를 이용하면 언덕길을 오를 필요 없이 바로 경영대로 갈 수 있습니다. 출입문 개방 시간을 확인하고 이용하세요.
고려대학교 교우회관에서 결혼식이 자주 열리나요?,"네, 교우회관에는 결혼식장이 있어서 주말이면 교우들의 결혼식으로 주변 주차장이 상당히 혼잡할 때가 많습니다."
고려대학교 한국어교육관은 어떤 역할을 하나요?,한국어교육관은 최근 늘어난 유학생들의 한국어교육을 담당하는 어학당 역할을 하고 있습니다. 주로 유학생을 대상으로 한 한국어 교육을 진행합니다.
중앙도서관 1층에서 책을 대출하고 반납하려면 어떻게 해야 하나요?,중앙도서관 1층 로비에 있는 스마트 대출반납기를 이용하면 됩니다. 간편대출 서비스 기계를 이용하면 보존서고에 있는 도서나 다른 도서관에 있어서 찾기 힘든 책도 쉽게 대출할 수 있습니다.
고려대학교 호상(虎像)은 어디에 위치해 있나요?,호상은 대학원도서관과 백주년 기념관 사이에 위치해 있습니다. 대운동장이 중앙광장으로 개편되면서 현재의 위치로 옮겨졌습니다.
고려대학교 4·18 기념관에는 어떤 시설들이 있나요?,"4·18 기념관에는 지하 2층에 대강당, 휘트니스 센터, 소극장, 탁구실이 있으며, 지하 1층에는 세미나실이 있습니다. 1층에는 장애학생지원센터와 경력개발센터가 있고, 2층에는 학생처 학생지원부가 위치해 있습니다."
4·18 기념관의 대강당은 어떤 용도로 사용되나요?,"4·18 기념관 지하 2층에 있는 대강당은 전체학생대표자회의가 주로 열리는 장소로, 고려대학교 학생이라면 누구나 참관하고 발언할 수 있습니다."
우당교양관에는 어떤 시설들이 있나요?,"우당교양관은 지하 1층, 지상 6층으로 이루어져 있으며, 1층에는 기부자를 기리는 우당 박종구 라운지가 있고, 교수님들의 연구실이 많이 있습니다. 또한 교양수업이 주로 이루어지는 장소이며, 열람용 컴퓨터가 설치된 공간도 있습니다."
우당교양관에서 미디어관으로 연결되는 통로가 있나요?,"네, 우당교양관 1.5층에서 미디어관 층으로 통하는 통로가 있으며, 이로 인해 학생들이 자주 이동하는 장소입니다."
타이거플라자에는 어떤 시설들이 있나요?,"타이거플라자에는 지하 1층에 북카페, 1층에 이마트24와 맘스터치, 2층에 투썸플레이스가 입점해 있습니다. 3층에는 연구실과 세미나실이 있으며, 4층에는 고대마루라 불리는 라운지가 있습니다."
수당·삼양 Faculty House는 어떤 건물인가요?,"수당·삼양 Faculty House는 2018년에 준공된 교수회관으로, 세미나실, 테니스장, 콘퍼런스홀, 아너스클럽 등이 있습니다. 3층에는 야외 행사를 위한 대형 정원이 조성되어 있습니다."
인촌기념관 앞의 분수는 언제 가동되나요?,"인촌기념관 앞의 분수는 학교의 주요 행사나 중요한 손님이 오는 날에만 가동됩니다. 이 때문에 '왔다 분수'라는 별칭이 붙었으며, 정식 명칭은 아닙니다."
KU 개척마을(π-Ville)은 무엇을 위한 공간인가요?,"KU 개척마을(π-Ville)은 청년 창업 공간으로, 교수와 학생이 24시간 서로 피드백을 주고 받을 수 있는 공간입니다. 창업 동아리들이 들어올 계획이며, 서울시 캠퍼스타운 사업의 일환으로 추진되고 있습니다."
π-Ville 99는 어디에 위치해 있나요?,π-Ville 99는 2016년 9월 8일에 미디어관과 정경관 사이 공터(고려대로 99-16)에 준공되었습니다. 이 건물은 38개의 컨테이너 박스로 이루어져 있습니다.
법학관 구관과 신관의 차이점은 무엇인가요?,"법학관 구관은 1984년에 준공된 지하 2층, 지상 4층 건물로 주로 심리학부가 사용하고 있으며, 교양수업도 열립니다. 반면 법학관 신관은 2001년에 준공된 지하 1층, 지상 5층 건물로, 법학과 관련된 강의실과 연구실이 위치해 있습니다."
국제관은 언제 지어졌나요?,국제관은 1999년에 준공되었습니다.
국제관의 규모는 어떻게 되나요?,"국제관은 지하 2층, 지상 7층으로 이루어져 있습니다."
국제관에는 어떤 학부와 강의실이 있나요?,"국제관의 국제대학원동에는 국제학부·국제대학원, 노동대학원의 강의실과 교수연구실이 있으며, 국제학부·국제대학원 행정실, 노동대학원 행정실도 있습니다."
국제관 앞은 언제 붐비나요?,국제관 앞은 점심시간 등에 캠퍼스 안쪽으로 들어오고 정대후문으로 나가려는 사람들로 붐빕니다.
국제관의 주요 입구는 어디에 있나요?,"국제관 입구는 두 개가 있으며, 정문으로 들어가면 1층 국제대학원동으로, 옆 언덕을 조금 올라서 들어가면 2층 국제어학원동으로 들어가게 됩니다."
미디어관은 언제 지어졌나요?,미디어관은 2011년에 준공되었습니다.
미디어관의 규모는 어떻게 되나요?,"미디어관은 지하 2층, 지상 12층으로 이루어져 있습니다."
미디어관에는 어떤 시설이 있나요?,"미디어관에는 교수들의 연구 공간과 전공 학생들의 강의실, 교수학습개발원, 리셉션홀인 크림슨라운지, 교내 방송국, 교육매체실 등이 있습니다."
미디어관에는 어떤 특별한 공간이 있나요?,"미디어관 4층에는 KU시네마트랩이라는 영화관이 있으며, 지하 1층에는 미디어학부생들이 주로 사용하는 미디어벙커와 과방, 학생회실이 있습니다."
미디어관의 출입 시스템은 어떻게 되어 있나요?,"미디어관은 학생증을 찍고 들어가서 학생증을 찍고 나오게 되어 있으며, 주말에는 미디어학부, 디자인조형학부, 방송국 소속 학생들만 입장이 가능합니다."
현재 고려대학교 박물관은 어디에 있나요?,현재 고려대학교 박물관은 백주년기념관으로 이전하였습니다.
여학생회관은 어디에 있던 건물인가요?,여학생회관은 현재 동원글로벌리더십홀 자리에 있던 건물입니다.
경영별관은 어디에 있었나요?,경영별관은 지금의 현대자동차경영관 자리에 있었던 건물입니다.
사범대학분관은 왜 철거되었나요?,사범대학분관은 현대자동차 경영관 공사로 인해 철거되었습니다.
조형학부관과 조형학부별관은 왜 사라졌나요?,조형학부관과 조형학부별관은 현차관 공사를 위해 함께 철거되었습니다.
서관에서 4층 강의실에 갈 때 불편한 점이 무엇인가요?,서관 4층 강의실은 채광이 잘 안 되고 시야도 가려서 답답한 편입니다. 또한 냉난방이 열악해서 불편함을 겪을 수 있습니다. 창문을 통해 지붕으로 나가서 담배를 피우는 사람도 있을 정도로 불편함이 있습니다.
서관 3층 연구실에 대한 특이한 점이 있나요?,"서관에는 3층에 있는 연구실이 있지만 3층에서 직접 들어갈 수 없고, 2층에서 들어가야 합니다. 이는 교수연구동의 구조 때문으로, 현재는 2층으로 재분류되어 문제가 해결되었습니다."
서관에서 학생들이 자주 사용하는 비밀의 공간은 어디인가요?,"서관 202호 뒤에 있는 교수연구실과 다람쥐길 쪽 계단으로만 접근할 수 있는 고시실 양호재 위에 위치한 연구실이 있습니다. 리모델링으로 202호 뒷문이 폐쇄되어 거의 사용되지 않지만, 여전히 비밀스러운 공간으로 남아 있습니다."
서관 B101호 강의실에 대한 이야기를 들려주세요.,"B101호 강의실은 건물 밖에 위치하여 비가 오는 날에는 문을 열면 바로 비를 맞는 구조였습니다. 현재는 세미나실로 사용되고 있으며, 학부생은 들어갈 일이 거의 없습니다. 예전에는 좌석 배치가 특이해 강의 중 사각이 생기는 구조였습니다."
서관의 '미친 목련' 나무에 대해 설명해 주세요.,"서관 컴퓨터1실 앞에 있던 자목련나무는 3월 초, 아직 쌀쌀한 시기에 꽃을 피워 '미친 목련'이라 불렸습니다. 이는 냉난방 실외기의 영향 때문이었지만, 지금은 백목련나무로 대체되었습니다."
서관 시계탑에서 울리는 곡과 그 의미는 무엇인가요?,"서관 시계탑에서는 매일 9시에 교가, 12시에 '새야 새야 파랑새야'가 시보로 울립니다. 이는 고려대학교 캠퍼스의 일상을 상징하는 소리로, 멀리 제기동에서도 들릴 정도로 명쾌한 소리가 특징입니다."
서관에서 화장실을 찾기 어려울 때 어떻게 해야 하나요?,"서관 4층 이상에는 화장실이 없으므로, 화장실을 찾기 어려울 경우 1층으로 내려오는 것이 좋습니다. 2014년 리모델링을 통해 3층에 여자화장실이 추가로 생겼습니다."
서관 내부에 엘리베이터가 생긴 이유는 무엇인가요?,"서관에는 장애인권위원회와 문과대 학생회의 지속적인 문제 제기로 인해 2016년 외부 엘리베이터가 설치되었으며, 2018년에 완공되었습니다."
청산·MK문화관의 특징은 무엇인가요?,"청산·MK문화관은 2007년에 준공된 건물로, 글로벌일본연구원과 고대신문사가 위치해 있습니다. 인문계캠퍼스 내부에 있지만 수업이 열리지 않아 학교 건물로 잘 인식되지 않습니다."
사범대학 본관에서 열리는 주요 행사는 무엇인가요?,"사범대학 본관 113호 강의실에서는 강연, 개강총회, 학술제 등의 행사가 자주 열립니다."
사범대학 신관의 특징은 무엇인가요?,"사범대학 신관은 1995년에 준공된 건물로, 주로 강의실로 사용됩니다. 시설이 다소 열악하지만 운초우선교육관의 퀄리티 덕에 재건축은 요원해 보입니다."
고려대학교의 대표 도서관은 어디인가요?,"고려대학교의 대표 도서관은 중앙도서관입니다. 이곳은 다양한 자료를 보유하고 있으며, 대학원생들을 위한 전용 열람실도 있습니다."
백주년기념삼성관은 어떤 건물인가요?,"백주년기념삼성관은 현대적인 건물로, 강의실과 세미나실 등이 잘 갖춰져 있으며, 최신식 시설을 자랑합니다. 이 건물은 이건희 회장의 기부로 지어졌습니다."
고려대학교의 대강당은 어디에 위치해 있나요?,"고려대학교의 대강당은 서관에 위치해 있으며, 최근 리모델링을 통해 최신 음향 시설과 고급 대리석 마감을 갖추게 되었습니다."
고려대학교의 중앙광장은 어떤 용도로 사용되나요?,"중앙광장은 주로 학생들이 모여서 소셜 활동을 하는 공간으로 사용되며, 지하에는 열람실, 카페, 편의점 등이 위치해 있어 다양한 편의시설을 제공합니다."
인촌기념관은 어떤 장소인가요?,"인촌기념관은 인촌 김성수의 생애를 다룬 전시실로, 역사적인 자료와 민속품들이 전시되어 있습니다. 이곳은 박물관으로서의 역할도 하고 있습니다."
고려대학교의 SK미래관은 어떤 건물인가요?,"SK미래관은 최신 기술을 반영한 교육 시설로, 강의실, 연구실, 세미나실 등이 있으며, 학생들을 위한 다양한 학습 공간을 제공합니다."
고려대학교 경영본관의 특징은 무엇인가요?,"경영본관은 고급스럽고 현대적인 인테리어로 꾸며져 있으며, 경영대학 소속 학생들을 위한 스터디룸과 강의실이 잘 갖춰져 있습니다."
고려대학교에서 가장 오래된 박물관은 어디인가요?,"고려대학교 박물관은 1934년에 설립된 가장 오래된 대학 박물관으로, 다양한 역사적 유물과 보물들이 전시되어 있습니다."
고려대학교 학생들이 자주 이용하는 카페는 어디에 있나요?,"학생들이 자주 이용하는 카페는 중앙광장과 하나스퀘어에 위치해 있으며, KU 그린캠퍼스 제휴 카페에서는 텀블러 사용 시 할인 혜택을 받을 수 있습니다."
고려대학교의 해송법학도서관은 어떤 곳인가요?,"해송법학도서관은 법학 전공 학생들을 위한 전문 도서관으로, 최신 법률 자료와 연구 공간을 제공하며, 고급스럽게 리모델링된 시설을 갖추고 있습니다."
하나과학관에서 주로 어떤 수업이 진행되나요?,하나과학관에서는 주로 생명과학대학과 보건과학대학의 수업이 진행됩니다. 연구실과 실험실도 많이 있어 실험 중심의 수업이 이루어집니다.
과학도서관의 이용 시간은 어떻게 되나요?,"과학도서관은 주중에는 오전 9시부터 오후 10시까지, 주말에는 오전 10시부터 오후 6시까지 이용할 수 있습니다. 시험 기간에는 연장 운영될 수 있습니다."
애기능생활관에 대해 알려주세요.,"애기능생활관은 고려대학교 자연계캠퍼스 내의 기숙사로, 학생들이 생활할 수 있는 편리한 시설을 제공합니다. 주방, 세탁실, 체력 단련실 등의 부대시설도 갖추고 있습니다."
산학관에서는 어떤 활동이 주로 이루어지나요?,"산학관에서는 주로 공과대학의 수업과 연구가 이루어지며, 산학 협력 프로젝트와 관련된 활동도 많이 진행됩니다. 다양한 세미나와 워크숍도 개최됩니다."
생명과학관 서관의 주요 시설은 무엇인가요?,"생명과학관 서관에는 강의실, 실험실, 연구실이 있으며, 학생들이 연구하고 학습할 수 있는 다양한 공간이 마련되어 있습니다. 특히 최첨단 실험 장비를 갖춘 실험실이 특징입니다."
메디힐 지구환경관에서는 어떤 연구가 이루어지나요?,"메디힐 지구환경관에서는 주로 환경과 관련된 연구가 이루어지며, 특히 지구 환경 보호와 관련된 다양한 프로젝트가 진행됩니다. 기후 변화, 환경 오염 등의 주제로 연구가 활발히 이루어지고 있습니다."
애기능학생회관에서는 어떤 활동이 이루어지나요?,"애기능학생회관에서는 학생회 주관의 다양한 활동이 이루어지며, 동아리 활동, 학생회 회의, 문화 행사 등이 주로 개최됩니다. 또한 학생들이 휴식할 수 있는 공간도 마련되어 있습니다."
기초과학관의 주요 기능은 무엇인가요?,"기초과학관은 주로 기초과학 분야의 연구와 교육을 위한 공간으로, 다양한 실험실과 연구실이 마련되어 있습니다. 또한 한국기초과학지원연구원의 서울센터가 입주해 있어 다양한 연구 지원 서비스를 제공합니다."
아산이학관에서는 어떤 수업이 진행되나요?,"아산이학관에서는 주로 이과대학의 수업이 진행되며, 물리학, 화학, 생물학 등의 기초 과학 과목들이 다루어집니다. 또한 첨단 연구실과 실험실이 있어 실험 수업도 활발히 이루어집니다."
공학관의 주요 시설은 무엇인가요?,"공학관에는 다양한 강의실과 실험실이 있으며, 특히 공학과 관련된 첨단 장비들이 갖추어져 있어 학생들이 실습과 연구를 할 수 있는 최적의 환경을 제공합니다. 또한 공학 관련 세미나와 워크숍도 자주 개최됩니다."
정운오IT교양관은 언제 완공될 예정인가요?,정운오IT교양관은 2024년 12월 31일에 준공될 예정입니다.
정운오IT교양관의 규모는 어떻게 되나요?,"정운오IT교양관은 지하 2층, 지상 10층 규모로 연면적은 24,605.87㎡입니다."
정운오IT교양관에는 어떤 학부가 입주할 예정인가요?,"정운오IT교양관에는 정보대학, 스마트보안학부, 반도체공학과, 스마트모빌리티학부가 입주할 예정입니다."
자연계 중앙광장은 언제 완공될 예정인가요?,자연계 중앙광장은 2027년에 완공될 예정입니다.
자연계 중앙광장의 규모와 시설은 어떻게 되나요?,"자연계 중앙광장은 지하 3층, 지상 1층 규모로 연면적은 43,914.14㎡이며, 지하주차장, 실내농구장, 강의실, 강당, 스터디룸, 열람실, 편의시설, 연구실, 행정실이 들어설 예정입니다."
애기능학생회관의 준공 시기와 리모델링 시기는 언제인가요?,"애기능학생회관은 1981년에 준공되었으며, 2001년에 리모델링이 진행되었습니다."
애기능학생회관에는 어떤 시설이 있나요?,"애기능학생회관에는 동아리연합회, 생활도서관, 학생 자치공간, 그리고 구멍가게 '또랑'이 있습니다."
노벨광장은 어떤 곳인가요?,"노벨광장은 자연계캠퍼스 동문에 위치한 광장으로, 고대인 최초로 노벨상을 받게 될 사람의 흉상을 세우기 위한 석조물이 있습니다. 광장 바닥에는 노벨상 수상자 명단이 적혀 있으며, 만남의 장소로 많이 이용됩니다."
생명과학관 동관에는 어떤 학과들이 사용하나요?,"생명과학관 동관은 생명대 식품자원경제학과, 생명공학부, 환경생태공학부, 식품공학과에서 사용합니다."
CJ식품안전관은 언제 준공되었나요?,CJ식품안전관은 2008년에 준공되었습니다.
CJ식품안전관에는 어떤 시설이 있나요?,"CJ식품안전관에는 공동 실험실, 대학원 연구실, 기업 연구실이 입주해 있으며, 강의실은 없습니다."
아산이학관은 언제 건립되었나요?,"아산이학관은 1996년에 건립되었으며, 2012년에 리모델링되었습니다."
메디힐지구환경관은 어떤 학과가 사용하나요?,메디힐지구환경관은 지구환경과학과가 단독으로 사용하는 건물입니다.
이학관 별관은 어떤 용도로 사용되나요?,이학관 별관은 이과대 교양과학실험실 및 교수연구실로 사용됩니다.
산학관의 특징은 무엇인가요?,"산학관은 고려대학교 테크노콤플렉스의 한 건물로, 여러 기업의 연구소가 입주해 있으며, 공과대학 교수들이 직접 발로 뛰며 세운 건물입니다."
공학관의 주요 시설은 무엇인가요?,"공학관에는 연구실, 실험실, 원격영상 강의실, 클린룸, 협동연구 개방실험센터 등이 있으며, 2층에는 '해동학술정보실'이라는 열람실이 있습니다."
공학관 별관의 위치와 용도는 무엇인가요?,"공학관 별관은 제2공학관과 함께 신공학관 완공 이후 철거된 건물로, 기계공학부, 건축사회환경공학부, 건축학과 등에서 구조물관련 진동실험을 위해 사용되었습니다."
고려대학교 정보전산처의 준공년도와 철거년도는 언제인가요?,정보전산처는 1982년에 준공되어 2019년에 철거되었습니다.
제1실험관의 주요 용도는 무엇이었나요?,"제1실험관은 메카트로닉스실습실, 기계제작실습실 등 다양한 실험과 실습을 위한 공간으로 사용되었습니다. 2021년에 정운오IT교양관 건축을 위해 철거되었습니다."
고려대학교 자연계캠퍼스의 정문과 주요 출입문 위치를 알려주세요.,"자연계캠퍼스의 정문은 애기능학생회관과 농구장이 있는 쪽에 위치하고 있으며, 안암병원 쪽은 북문, 노벨광장 쪽은 동문으로 불립니다. 북문과 동문이 안암역으로부터의 접근성이 더 좋아 정문으로 오해하는 경우가 많습니다."
고려대학교 과학도서관의 과거 용도와 현재 용도는 무엇인가요?,"과학도서관은 과거 인문사회계캠퍼스 학생들도 많이 이용하던 최첨단 시설이었으며, 현재는 내부 리모델링이 이루어지고 있으며, 외장 리모델링을 위한 기부금을 모금 중입니다."
고려대학교 자연계캠퍼스에서 화물용 엘리베이터를 찾을 수 있는 위치는 어디인가요?,"화물용 엘리베이터는 보통 한적한 곳에 위치하고 있으며, 특히 학부생은 일반화학 실험 레포트나 연습문제 제출을 위해 주로 이용하게 됩니다."
고려대학교 신공학관의 계획과 실제 완공된 결과는 무엇인가요?,"신공학관은 약 2,000여 평 부지에 2만여 평 규모로 공학타워(산학협력관과 공학관)로 지을 계획이 있었으나, 최종적으로 자연계 중앙광장과 지하주차장으로 변경되었습니다."
고려대학교 아산이학관의 층별 주요 학과 배치에 대해 알려주세요.,"아산이학관은 물리학과, 화학과가 주로 실험실을 확보하고 있으며, 과거 컴퓨터학과와 생물학과도 이곳에 위치한 적이 있습니다."
고려대학교의 하나스퀘어와 연결된 지하캠퍼스 계획에 대해 설명해주세요.,"하나스퀘어 지하광장은 공학타워 지하, 과학도서관, 안암역, 민주광장, 중앙광장과 연결된 지하캠퍼스 구축 계획이 있었으나, 최종적으로는 실현되지 않았습니다."
고려대학교의 학생 식당이 위치했던 과거와 현재는 어떻게 다른가요?,"과거에는 1층 열람실이 학생식당으로 사용되었으나, 현재는 리모델링되어 열람실로 사용되고 있습니다."
고려대학교 자연계 캠퍼스에서 식사를 할 수 있는 공간은 어디에 있나요?,자연계 캠퍼스 내에는 다양한 식당과 카페가 있습니다. 하나스퀘어 내에 있는 학생식당과 카페테리아를 이용하실 수 있습니다.
과학도서관에서는 어떤 서비스를 제공하나요?,"과학도서관에서는 다양한 학술 자료와 열람실을 제공합니다. 또한, 그룹 스터디룸과 개별 학습 공간도 마련되어 있어 학생들이 편리하게 이용할 수 있습니다."
애기능생활관에서 생활하려면 어떤 절차가 필요한가요?,"애기능생활관에 입주하려면 학교에서 정한 기숙사 신청 절차를 따라야 합니다. 매 학기마다 신청 기간이 있으며, 선정된 학생들은 기숙사비를 납부하고 입주할 수 있습니다."
하나스퀘어에는 어떤 편의시설이 있나요?,"하나스퀘어에는 학생들이 이용할 수 있는 식당, 카페, 편의점 등이 위치해 있습니다. 또한, 휴식 공간과 학습 공간도 마련되어 있어 다양한 활동을 할 수 있습니다."
정운오IT교양관의 개관 예정일은 언제인가요?,"정운오IT교양관은 현재 공사 중이며, 개관 예정일은 아직 정확히 정해지지 않았습니다. 학교 공지사항을 통해 확인하실 수 있습니다."
생명과학관에서는 어떤 연구가 이루어지나요?,"생명과학관에서는 생명과학과 관련된 다양한 연구가 진행됩니다. 동관과 서관으로 나누어져 있으며, 각각의 건물에서 다양한 연구실과 실험실을 운영하고 있습니다."
산학관에서는 어떤 프로그램을 제공하나요?,"산학관에서는 기업과의 협력 프로그램을 통해 학생들이 실무 경험을 쌓을 수 있는 기회를 제공합니다. 또한, 다양한 산학협력 연구가 이루어지고 있습니다."
공학관에서 공부하기 좋은 공간은 어디에 있나요?,공학관에는 학생들이 공부할 수 있는 열람실과 스터디룸이 마련되어 있습니다. 조용한 환경에서 학습할 수 있도록 배려된 공간입니다.
고려대학교 자연계 캠퍼스 내에 운동할 수 있는 시설이 있나요?,"네, 자연계 캠퍼스 내에는 다양한 운동 시설이 있습니다. 특히 화정체육관에서는 다양한 실내 운동을 할 수 있으며, 야외 운동장도 마련되어 있어 학생들이 자유롭게 운동을 즐길 수 있습니다."
자연계 중앙광장은 언제 완공될 예정인가요?,"자연계 중앙광장은 현재 공사 예정이며, 구체적인 완공 일정은 학교에서 추후 공지할 예정입니다."
과학도서관의 층별 시설 안내를 알고 싶어요.,"과학도서관은 지하 1층부터 지상 6층까지 다양한 시설을 갖추고 있습니다. 1층에는 열람실과 서고가 있으며, 2층과 3층에는 연구실과 강의실이 위치해 있습니다. 4층과 5층에는 추가적인 연구 공간과 실험실이 마련되어 있습니다. 6층에는 대학원생을 위한 연구실과 학습 공간이 있습니다."
과학도서관의 규모와 특징을 설명해주세요.,"과학도서관은 1983년에 건립된 지하 1층, 지상 6층 규모의 건물로, 고려대학교 최초로 엘리베이터와 중앙집중식 에어컨 시설을 갖춘 건물입니다. 연면적은 20,027㎡ (6,058평)이며, 열람실이 1, 4, 5층에 일부 배치되어 총 1,500여석을 제공합니다. 2020년 내부 리모델링으로 다양한 라운지와 휴게실이 마련되었습니다."
인촌로2빌딩에는 어떤 시설이 있나요?,"인촌로2빌딩은 생명과학관 동관 뒤편에 위치하며, 1층에는 편의점 CU가 있고, 지하에는 순두부정식집이 있습니다. CU에는 2018년 하반기에 신형 테이블과 뽀글이 조리기계가 도입되었습니다."
애기능에는 어떤 시설과 특징이 있나요?,"애기능은 정조의 첫 번째 후궁 원빈 홍씨의 묘소가 있던 곳으로, 자연계 캠퍼스의 중심부에 위치한 공원입니다. 사계절마다 아름다운 풍경을 보여주며, 특히 벚꽃과 철쭉이 필 때가 매우 아름답습니다. 과거에는 제2공학관과 연결된 구름다리가 있었으나, 현재는 폐쇄되었습니다. 애기능에서는 사람들이 삼삼오오 모여서 막걸리를 마시거나 음식을 시켜 먹기도 합니다."
애기능생활관의 특징과 시설을 알려주세요.,"애기능생활관은 1999년에 완공된 지상 3층 규모의 건물로, '애생관' 또는 '자생관'으로 불리기도 합니다. 1층에는 고대빵 본점과 정보대학 연구실이 있으며, 2층에는 학생식당이 있습니다. 3층에는 정보대학 연구실과 강의실이 있습니다. 이곳에는 저렴한 가격으로 운영되는 휴게실과 학생식당 및 스낵바가 있습니다."
정운오IT교양관에 대해 설명해주세요.,"정운오IT교양관은 2018년에 착공하여 2024년 12월 31일 준공 예정인 지하 2층, 지상 10층 규모의 건물입니다. 정보대학, 스마트보안학부, 반도체공학과, 스마트모빌리티학부가 소속될 예정이며, 이공계 교양수업도 진행될 예정입니다. 10층에는 SK하이닉스가 입주할 공유오피스가 들어설 예정입니다."
자연계 중앙광장 프로젝트에 대해 알려주세요.,"자연계 중앙광장은 지하 3층, 지상 1층 규모로 지어질 예정이며, 연면적은 43,914.14㎡ (13,284평)입니다. 지하주차장, 실내농구장, 강의실, 강당, 스터디룸, 열람실, 편의시설, 연구실, 행정실이 들어설 예정입니다. 주차장을 전면 지하화하고, 이학관별관을 해체하며, 애기능생활관과 환경실험관의 외벽을 리모델링하는 계획이 포함되어 있습니다."
애기능학생회관에 어떤 시설이 있나요?,"애기능학생회관은 자연계 캠퍼스 내에 위치한 학생회관으로, 다양한 학생 동아리와 모임 공간을 제공하며, 학생들을 위한 편의시설이 마련되어 있습니다."
메디힐지구환경관의 주요 특징은 무엇인가요?,"메디힐지구환경관은 2020년에 준공된 건물로 지하 1층, 지상 7층 규모입니다. 태양에너지와 지열 냉난방시스템을 이용해 친환경적인 건축물로, 녹색건축인증과 에너지효율 등급인증을 획득했습니다. 지구환경과학과가 단독으로 사용하는 건물입니다."
메디힐지구환경관은 어떤 기부금을 통해 지어졌나요?,메디힐지구환경관은 메디힐 마스크팩으로 유명한 엘엔피코스메틱 권오섭 교우의 기부금으로 지어졌습니다.
이학관 별관의 주요 시설은 무엇인가요?,"이학관 별관에는 이과대 교양과학실험실 및 교수연구실이 입주해 있으며, 2층에는 교양물리실 사무실과 보고서 제출함이 있습니다. 3층과 4층은 일반물리학실험실과 일반화학실험실로 사용됩니다."
이학관 별관의 미래 계획은 무엇인가요?,"이학관 별관은 IT·교양관이 완공되면 철거될 예정입니다. 2023년 9월 자료에 따르면, 자연계 중앙광장 건립을 위해 철거가 확정되었습니다."
산학관의 주요 시설은 무엇인가요?,"산학관은 지하 3층, 지상 7층 규모로, 내부에는 여러 기업의 연구소가 입주해 있습니다. 1층에는 산학관 식당이 있어 5,000원에 뷔페식을 즐길 수 있으며, 오후 1시 이후에는 무한리필로 이용할 수 있습니다."
산학관의 특징적인 공간은 어디인가요?,산학관 앞에는 작은 나무데크가 있는데 인문캠의 자유마루와 대칭하여 '진리마루'라고 불립니다.
